# format_version: 2
# timestamp: 1783114766.3645787
# geometry_path: tests\data\geometry.yaml
# geometry_hash: bb9c0819498f021c9694f05d82376d7b2343c7fd2f525dba61faf9ead685ebd8
# sweep_path: tests\data\sweep.yaml
# sweep_hash: 0f8f709c8b309b4c0ffaa90c43e15288b39b937cec97088379444cceaffbb1a9
#
step_index,solver_converged,solver_max_residual,solver_nfev,camber_deg,caster_deg,kpi_deg,scrub_radius_mm,mechanical_trail_mm,roadwheel_angle_deg,svic_x_mm,svic_z_mm,svsa_length_mm,fvic_y_mm,fvic_z_mm,fvsa_length_mm,LOWER_WISHBONE_INBOARD_FRONT_x,LOWER_WISHBONE_INBOARD_FRONT_y,LOWER_WISHBONE_INBOARD_FRONT_z,LOWER_WISHBONE_INBOARD_REAR_x,LOWER_WISHBONE_INBOARD_REAR_y,LOWER_WISHBONE_INBOARD_REAR_z,LOWER_WISHBONE_OUTBOARD_x,LOWER_WISHBONE_OUTBOARD_y,LOWER_WISHBONE_OUTBOARD_z,UPPER_WISHBONE_INBOARD_FRONT_x,UPPER_WISHBONE_INBOARD_FRONT_y,UPPER_WISHBONE_INBOARD_FRONT_z,UPPER_WISHBONE_INBOARD_REAR_x,UPPER_WISHBONE_INBOARD_REAR_y,UPPER_WISHBONE_INBOARD_REAR_z,UPPER_WISHBONE_OUTBOARD_x,UPPER_WISHBONE_OUTBOARD_y,UPPER_WISHBONE_OUTBOARD_z,TRACKROD_INBOARD_x,TRACKROD_INBOARD_y,TRACKROD_INBOARD_z,TRACKROD_OUTBOARD_x,TRACKROD_OUTBOARD_y,TRACKROD_OUTBOARD_z,AXLE_INBOARD_x,AXLE_INBOARD_y,AXLE_INBOARD_z,AXLE_OUTBOARD_x,AXLE_OUTBOARD_y,AXLE_OUTBOARD_z,AXLE_MIDPOINT_x,AXLE_MIDPOINT_y,AXLE_MIDPOINT_z,WHEEL_CENTER_x,WHEEL_CENTER_y,WHEEL_CENTER_z,WHEEL_INBOARD_x,WHEEL_INBOARD_y,WHEEL_INBOARD_z,WHEEL_OUTBOARD_x,WHEEL_OUTBOARD_y,WHEEL_OUTBOARD_z,CONTACT_PATCH_CENTER_x,CONTACT_PATCH_CENTER_y,CONTACT_PATCH_CENTER_z
20,True,2.487396288860601e-06,75,0.4992709550209926,13.202262735159625,9.978852415928676,1.5390398429857777,43.799989923641306,0.6456020338797797,-1063.066787519919,11.357812572468191,-1076.478787694191,67476.9717582173,-35163.54656868598,-75533.30283325855,-73.83,198.32,363.68,-201.23,193.36,350.42,19.71754715359993,599.5707579326616,163.39067238867227,-5.28,191.01,535.74,-213.66,185.61,481.39,-19.519410238936953,570.1423250018252,330.64858216651095,-176.8100003820486,195.2700001133325,453.93999668096825,-71.27705112080986,545.76718664865,286.88602438776286,13.278554525338281,617.8824542613004,251.22168627948614,13.864458121835826,669.877926356447,250.76859032172712,13.571506323587053,643.8801903088737,250.99513830060664,13.436303952615226,631.8817811011351,251.09969414927008,12.434648540938609,542.9907991748921,251.87430284054824,14.437959364291844,720.772763027378,250.32508545799192,13.412000174271899,629.7249647985706,3.5606913732966916
21,True,1.0618669085203772e-06,88,0.48475185732350357,13.388620866212792,10.008659566847108,1.5112187854221855,44.66917085692349,0.6053348579196949,-1065.0057337579926,15.981602088575329,-1077.6204704141155,96618.32675660652,-49353.332045472715,-107934.70157680716,-73.83,198.32,363.68,-201.23,193.36,350.42,19.23695438797343,601.5872015250156,167.2538419170764,-5.28,191.01,535.74,-213.66,185.61,481.39,-20.5412255081724,572.0936498800261,334.37238258470006,-176.80999983975786,195.27000000636778,453.93999820399955,-72.13340952210677,547.6902009856698,290.4305975821879,12.488951071056556,619.8750523441975,255.06662460891448,13.038313572820499,671.8710364174403,254.6267012588537,12.763632321938527,645.8730443808189,254.8466629338841,12.636862127212636,633.8745169881324,254.94817908865002,11.697677034724757,544.9826596916728,255.7002680115157,13.576047219700515,722.7663742845921,254.19609016578434,12.614736656122965,631.7803885416192,7.408637845088208
22,True,6.062750449978191e-07,87,0.4698626137243193,13.575211985872626,10.039351145702502,1.4827842922414796,45.54084521462024,0.5646134645385213,-1066.8959614257085,20.599637104341497,-1078.7145469968907,166431.6207502425,-83314.8424292526,-185559.04670634808,-73.83,198.32,363.68,-201.23,193.36,350.42,18.758124741203307,603.556206736337,171.11784036555463,-5.28,191.01,535.74,-213.66,185.61,481.39,-21.561373644671736,573.99541728693,338.0947177887407,-176.80999899845804,195.27,453.940000759627,-72.98708479229883,549.5638385252723,293.9737881599466,11.700627394164792,621.819168244507,258.9114723002915,12.213036159104728,673.815642155935,258.4850578762238,11.956831776634761,647.817405200221,258.69826508825764,11.838588979372592,635.8187647714661,258.796663940394,10.962579656262404,546.9260700483271,259.5256581273607,12.714598302482779,724.7114594946052,258.0676697534273,11.818585571182174,633.788926948074,11.256586981461169
23,True,2.1518453235433476e-06,43,0.45462214885651947,13.762037685528512,10.07089018097601,1.4537336952509203,46.41497067129724,0.5235399105784034,-1068.7399976807883,25.21207604047703,-1079.7635899271836,559333.4940901428,-274341.84676344134,-622426.6258926202,-73.83,198.32,363.68,-201.23,193.36,350.42,18.281027739022882,605.4784580089938,174.98268137350377,-5.28,191.01,535.74,-213.66,185.61,481.39,-22.5798828356835,575.8484296215198,341.8156134394535,-176.8099992152925,195.27,453.93999711584274,-73.83815989183476,551.388988253321,297.5156472955391,10.913613073565601,623.7155216450243,262.7562340601447,11.38874808201104,675.7124610787001,262.3436477118026,11.15118057778832,649.7139913618622,262.5499408859737,11.041539025341693,637.71524350989,262.645148788878,10.22925257434419,548.821752934437,263.35050262445696,11.853825476339196,726.608734085343,261.939794953299,11.023592246395307,635.7512173671772,15.104540763075704
24,True,8.86996583273049e-07,67,0.43904889691915294,13.949099882727971,10.103241323353876,1.424064580102324,47.291513979703595,0.48220422483865283,-1070.540200010456,29.819077568858717,-1080.7699987931217,-431251.97290635965,207198.8496339314,479011.66121819837,-73.83,198.32,363.68,-201.23,193.36,350.42,17.8056375064862,607.3546079923092,178.8483777275085,-5.28,191.01,535.74,-213.66,185.61,481.39,-23.596777756394694,577.6534525376995,345.53509393443295,-176.8099984696397,195.27000060610456,453.9399995322891,-74.6867050521064,553.1664867434696,301.05622215073896,10.127936341885757,625.5647993426884,266.60091430291243,10.565559287871551,677.5621783233763,266.20245844926535,10.346747814878654,651.5634888330324,266.4016863760889,10.24576249905177,639.5646396257392,266.49363354337686,9.497606327312868,550.6703977778461,267.1748300135485,10.993918670790672,728.4588814736323,265.8124370732052,10.229798782665746,637.6678665737813,18.95250092152523
25,True,3.441271029509034e-07,78,0.42316311171684423,14.136401537733047,10.136371367225502,1.3937720777185467,48.17046254114402,0.4406817007167455,-1072.2987524476182,34.420804688735075,-1081.7359807652783,-158278.20941851105,74474.50060214095,175493.3234031063,-73.83,198.32,363.68,-201.23,193.36,350.42,17.33192578058197,609.1852837290952,182.7149447000297,-5.28,191.01,535.74,-213.66,185.61,481.39,-24.612087981182704,579.4112201333902,349.2531826140293,-176.80999954159185,195.27000011193311,453.9399992276402,-75.5327949665048,554.8971353138472,304.5955575184613,9.343609054029285,627.3676681385562,270.44551824126506,9.743549973870316,679.3654589803529,270.06147691664955,9.543579513949801,653.3665635594546,270.2534975789573,9.451289654191799,641.3676192493228,270.342118468273,8.767554327364946,552.4726731417289,270.998671992992,10.13502498101865,730.2625653569168,269.68556494355397,9.437228317660118,639.5394531386356,22.80046954124785
26,True,9.438400641651151e-07,64,0.40697733389773344,14.32394363348307,10.17024829533524,1.3628550149604148,49.051776988133554,0.3990607212154059,-1074.0177084824938,39.017415594898665,-1082.663637548961,-97888.69850076713,45096.11257947107,108348.65165293874,-73.83,198.32,363.68,-201.23,193.36,350.42,16.859869551791903,610.9710798759094,186.58239063733836,-5.28,191.01,535.74,-213.66,185.61,481.39,-25.625832707890197,581.1224298231509,352.96989922613625,-176.81000002521918,195.2700001401561,453.9399983333032,-76.37649164213792,556.5816977235554,308.1336937143593,8.56066452429226,629.1247502253502,274.2900487237953,8.92283368485904,681.1229242501604,273.92069457026633,8.74174910457565,655.1238372377553,274.1053716470308,8.658175408016161,643.1248044907479,274.1906033434616,8.039014334033745,554.2292032641225,274.8220478154893,9.277336481998578,732.0204057173734,273.55915887143385,8.645929066467277,641.3665449027983,26.648447911687697
27,True,3.170523825701821e-07,75,0.3905084164126729,14.511728972616947,10.204841712878856,1.3313095313408225,49.93544797503155,0.35740711387496393,-1075.6989769719075,43.609071414344385,-1083.5549035640527,-71339.13371374163,32169.079573421477,78831.07032014066,-73.83,198.32,363.68,-201.23,193.36,350.42,16.389446465661614,612.7125676237749,190.45072773314516,-5.28,191.01,535.74,-213.66,185.61,481.39,-26.638035367271524,582.7877511888581,356.6852638235465,-176.80999956785405,195.27000000613234,453.93999948033576,-77.21785453414596,558.220896031211,311.67066887024095,7.779117808926869,630.8366518671756,278.1345098798527,8.103485238538346,682.8351794541962,277.7801002310752,7.941301523732607,656.8359156606859,277.95730505546396,7.866450906739293,644.8368013313147,278.03908817688017,7.3119153252409825,555.9405956701526,278.64498366061866,8.420986488237604,733.7330069924769,277.4331926931417,7.85592659214506,643.1496749036762,30.496437637188365
28,True,6.413326278092112e-07,58,0.3737700164363526,14.699759334901897,10.240122784838439,1.2991325258960078,50.82145935829378,0.3157883799990201,-1077.3443427425518,48.195932650787114,-1084.4115916572448,-56405.17756125168,24889.27198986526,62229.233961370366,-73.83,198.32,363.68,-201.23,193.36,350.42,15.920632933757043,614.4102933362989,194.31996606184734,-5.28,191.01,535.74,-213.66,185.61,481.39,-27.648717649484624,584.4078241470978,360.39929454454585,-176.80999899187728,195.27,453.9400008232019,-78.05694224436687,559.8154231706034,315.2065191646415,6.998985450737972,632.5039510828963,281.97890511361857,7.2855824612618125,684.5028018684677,281.63968489207525,7.142283955999892,658.503376475682,281.8092950028469,7.076149193033286,646.5041875624619,281.88757303130313,6.586185573414441,557.6074293570956,282.46750080965444,7.566112812652132,735.4009457678281,281.30764525295183,7.067248914692947,644.8893617674426,34.344440222095926
29,True,3.2789823959828014e-06,53,0.3567767544562153,14.888037022659805,10.276063905185895,1.266320127173938,51.70980621977768,0.2742611533599979,-1078.9554747455622,52.77815955853944,-1085.235391895805,-46828.36988770558,20214.197066905916,51584.325214708835,-73.83,198.32,363.68,-201.23,193.36,350.42,15.453407511271228,616.06477985882,198.19011630853203,-5.28,191.01,535.74,-213.66,185.61,481.39,-28.657900548124378,585.9832615022019,364.11200897868724,-176.81000415506182,195.26999955468224,453.9399997875108,-78.89380752513824,561.3659357908298,318.74127849404965,6.220278957113312,634.1272038657613,285.8232380123986,6.4691882835731285,686.1263469749183,285.49943885200867,6.34473362034322,660.1267754203398,285.6613384322036,6.287295619411318,648.127519013031,285.7360579163658,5.861762518253818,559.2302609653526,286.28962199061164,6.712828720568818,737.0247770607094,285.1824938421199,6.279917150242615,646.5860979675169,38.19245709162493
30,True,1.9791795582337576e-06,61,0.3395376395954364,15.076563837064759,10.312638437135883,1.232870477607643,52.60046959124318,0.2328926870792668,-1080.533943708911,57.355908309790976,-1086.0279110038914,-40161.735695916526,16954.276694914362,44175.53485613587,-73.83,198.32,363.68,-201.23,193.36,350.42,14.987751692550626,617.6765249256464,202.06118487380365,-5.28,191.01,535.74,-213.66,185.61,481.39,-29.665600964861053,587.5146477401937,367.82342146000855,-176.80999788247172,195.27,453.9400018416256,-79.7285005191028,562.8730668221668,322.27497673115414,5.4430218104258525,635.7069339684915,289.6675106806161,5.6543872515360825,687.7063383552571,289.35935601621577,5.5487045309809675,661.7066361618743,289.5134333484159,5.499930109637188,649.7073195003442,289.58454272827277,5.138581690826357,560.8096148634557,290.1113611151639,5.861278528448019,738.6050241372326,289.05772434138163,5.493967294980403,648.2403681908356,42.040489354210905
31,True,1.6641385429296067e-06,64,0.3220673892099251,15.26534333491474,10.34982084947628,1.1987785730655476,53.493460528652044,0.19172658983872098,-1082.0812128298676,61.929337244376825,-1086.7906274459572,-35251.666019466866,14548.68543767774,38720.15184053837,-73.83,198.32,363.68,-201.23,193.36,350.42,14.523649450937034,619.2460064611432,205.93318251386495,-5.28,191.01,535.74,-213.66,185.61,481.39,-30.6718380444812,589.0025446891408,371.53354750493895,-176.80999771544603,195.2700003463389,453.9399990627448,-80.56106535293274,564.3374105842328,325.8076427719589,4.667221572871666,637.2436532286275,293.5117266675853,4.841226532584579,689.2432877201287,293.21942655307197,4.754224052728123,663.2434704743781,293.3655766103286,4.7140708890357645,651.244100806267,293.43302741382706,4.4165936071544625,562.3460029998906,293.9327410064885,5.011548170917067,740.1421986126435,292.9333138211656,4.709414616089517,649.8526204042314,45.888538274662665
32,True,2.888925081379057e-07,54,0.30437804423681575,15.454373764767322,10.387588136560694,1.164041320281073,54.38877090536241,0.15080409129461847,-1083.5986535616794,66.49860721309301,-1087.5249122727284,-31483.118742650535,12698.416605970237,34534.30031020609,-73.83,198.32,363.68,-201.23,193.36,350.42,14.061065695530516,620.7736883985214,209.80611917309668,-5.28,191.01,535.74,-213.66,185.61,481.39,-31.676634265712163,590.4474920970426,375.24240419864987,-176.81000049144845,195.2699998730687,453.9400003924783,-81.39155436213184,565.7595394716583,329.3393110482946,3.8928702007498623,638.7378576230377,297.3558893890632,4.029735529343989,690.737690748018,297.0796429266397,3.9613028650469255,664.7377741855279,297.21776615785143,3.92971999522273,652.7383585750457,297.2815124415285,3.6957362851337874,563.8399209388025,297.75378085925524,4.163703705311673,741.6367962112889,296.80924402380174,3.926258711049006,651.4232979875281,49.736605513046754
33,True,7.585602737626211e-07,69,0.2864768195636077,15.64366152059058,10.425915389753904,1.1286554605888972,55.286405194939405,0.11018407984500611,-1085.0875676941193,71.06386626322768,-1088.232115380816,-28498.155143269876,11229.455571427216,31219.980550406097,-73.83,198.32,363.68,-201.23,193.36,350.42,13.600002791406405,622.25999980887,213.67999904780712,-5.28,191.01,535.74,-213.66,185.61,481.39,-32.67999930407346,591.8500009281704,378.950000107919,-176.80999875221505,195.27000014307663,453.9399992681756,-82.21999975077324,567.1400015296783,332.86999890976574,3.1200037910943217,640.1899997884578,301.2000000110651,3.2200038149389263,692.1900007185814,300.9399997257079,3.170003803016624,666.1900002535197,301.0699998683865,3.1469279243129056,654.1905459741743,301.1299972045587,2.9759688012430834,565.2918215852851,301.5744913063964,3.3178870473827278,743.0892703630634,300.68550310272104,3.144547686696658,652.9528226867166,53.58469149677893
34,True,3.141406494933108e-07,37,0.2683759958916487,15.833205775046174,10.464781287345836,1.0926169454217904,56.18636814570908,0.06989718374498131,-1086.5491642806403,75.6252725767624,-1088.9134403982184,-26074.340727976796,10033.657845561318,28529.85928557256,-73.83,198.32,363.68,-201.23,193.36,350.42,13.140429766874636,623.7053654250929,217.55483226851428,-5.28,191.01,535.74,-213.66,185.61,481.39,-33.68195414301293,593.2105667905059,382.6563508508386,-176.80999923956767,195.27,453.9400002720681,-83.0464469955436,568.4793159443248,336.39973709527953,2.3486108370483514,641.6005371881911,305.0440619593708,2.4120477084197023,693.6006750659096,304.80048920458705,2.380329272734027,667.6006061270504,304.92227558197897,2.3656906606849373,655.6011202060774,304.9784821222122,2.2572395674317622,566.7021615997857,305.3948918689723,2.4741417539381123,744.5000788123692,304.5620723754521,2.3642761175781977,654.4415983854972,57.432797753232165
35,True,1.1801869280211449e-06,65,0.2500834308615541,16.023010440904308,10.504163594357513,1.0559221214252466,57.08866813590678,0.02998780915084299,-1087.9845892142396,80.18297525971326,-1089.5700608370655,-24066.144075521213,9040.267058868352,26302.113251974493,-73.83,198.32,363.68,-201.23,193.36,350.42,12.682338654156629,625.1101823211235,221.43062438280478,-5.28,191.01,535.74,-213.66,185.61,481.39,-34.68251119289509,594.5296605215477,386.36146600832524,-176.80999806992904,195.27000003620827,453.9400001674548,-83.87092937680222,569.7779817249078,339.9285450529993,1.578709411504313,642.9698927245702,308.88807691890696,1.6059256142661775,694.9701373038039,308.6611058877992,1.5923175128852454,668.9700150141871,308.77459140335304,1.5860371364309243,656.9705044824697,308.8269669508185,1.5395085659163454,568.0713634872956,309.21499454298737,1.632565706945503,745.8696454776438,308.4389393586496,1.585471622825938,655.8900140838099,61.28092500561061
36,True,3.461219080236333e-07,59,0.23160879575274296,16.21307635558407,10.544041961154438,1.0185670877306692,57.99331434706912,-0.009512668909179754,-1089.3949169673836,84.73712652613523,-1090.203056104051,-22374.35716627741,8201.045616561893,24426.426223694274,-73.83,198.32,363.68,-201.23,193.36,350.42,12.225707907337144,626.474836068176,225.30738319935801,-5.28,191.01,535.74,-213.66,185.61,481.39,-35.681687092361386,595.8077356506737,390.0653578776422,-176.8100006382316,195.26999986871843,453.940000302717,-84.69348430705041,571.0364732671501,343.4564473050524,0.8102974863773148,644.2984811526803,312.73204743686904,0.8016640084933779,696.2988025605489,312.52184351743665,0.8059807474353464,670.2986418566146,312.62694547715284,0.8079729978565404,658.2991135529861,312.6754518673534,0.822732712445623,569.3998411116089,313.0348145596584,0.7932132832674579,747.1983859943633,312.3160891750484,0.8081391366674685,657.2984424812904,65.12907439448736
37,True,3.5196621870747965e-07,56,0.21295869749585306,16.403406876083938,10.584395795702417,0.9805481988409811,58.90031697255343,-0.048565051880261174,-1090.7811636139572,89.28787251517429,-1090.8134666726762,-20929.016850943575,7481.974079275957,22825.000035006084,-73.83,198.32,363.68,-201.23,193.36,350.42,11.770529124194155,627.7996901853674,229.18511344441316,-5.28,191.01,535.74,-213.66,185.61,481.39,-36.679493039340805,597.0452244299609,393.7680348406419,-176.8100000626677,195.27000002248639,453.93999909231866,-85.51414176409922,572.2552464508454,346.98346139379686,0.04339040015016773,645.5866907351239,316.5759749221813,-0.0006861662654616819,697.5870598991545,316.3826974770416,0.021352116942353023,671.5868753171392,316.47933619961145,0.03152316954838482,659.5873360310462,316.52393665790345,0.10687606307077846,570.6879820343404,316.8543620047091,-0.043829723974008826,748.486690027752,316.1935113110978,0.032303058718879125,658.66724338158,68.97724657405647
38,True,6.600462138503155e-07,50,0.1941423225962648,16.594003087024245,10.625206129588701,0.9418611720397366,59.80969163359782,-0.08714389945463225,-1092.1442828835625,93.83536258363935,-1091.402247965861,-19679.373741662905,6858.372917171666,21441.40030108196,-73.83,198.32,363.68,-201.23,193.36,350.42,11.31678232377587,629.085097375143,233.06382274955166,-5.28,191.01,535.74,-213.66,185.61,481.39,-37.67594478189157,598.2425433829133,397.46950808599144,-176.80999926291543,195.27,453.9400011011175,-86.33293545044667,573.4347335886283,350.5096095402536,-0.722016405072307,646.8349030979989,320.4198618201938,-0.8011063510957742,698.8352914578485,320.24366184709237,-0.7615613780840407,672.8350972779238,320.3317618336431,-0.7433106823641402,660.8355535560116,320.3724215161516,-0.6080992363051341,571.9361667277669,320.67365137350316,-0.8785221284231464,749.7349403842563,320.0711916588,-0.7420349177013564,659.9967584719836,72.82544261368253
39,True,1.6065203433230476e-06,55,0.1751657217705401,16.784867512104828,10.666453994898871,0.9025021828436037,60.72145126040677,-0.12521619372185175,-1093.485177446502,98.37974094539805,-1091.970319778543,-18587.716120251785,6311.901548173684,20233.689733171923,-73.83,198.32,363.68,-201.23,193.36,350.42,10.864456171698306,630.331391156185,236.94351587401067,-5.28,191.01,535.74,-213.66,185.61,481.39,-38.67105389358008,599.4000898142377,401.1697855894713,-176.81000050647154,195.27000017702372,453.9399976468245,-87.14989460721647,574.5753514902458,354.03490880289036,-1.4859140649060425,648.0434765726321,324.26370954789286,-1.5995576884979803,700.0438564004193,324.10473252513907,-1.5427358767020114,674.0436664865257,324.18422103651596,-1.516511618127058,662.044124730481,324.2209063728366,-1.3222275219171902,573.1447524815992,324.49269203231876,-1.7107957143369257,750.9434969793629,323.9491207133545,-1.5148576679589356,661.287319955693,76.67366323254768
40,True,6.945014033298045e-07,57,0.1560365930379387,16.97600275365019,10.708121025154133,0.8624669151742301,61.63561667094134,-0.16275752052555645,-1094.8046991610022,102.9211512996985,-1092.5185447711199,-17625.43750999985,5828.6458836182355,19170.055368526402,-73.83,198.32,363.68,-201.23,193.36,350.42,10.413539842938844,631.5388905871832,240.82419865761787,-5.28,191.01,535.74,-213.66,185.61,481.39,-39.664831643067465,600.5182447623079,404.86887598607234,-176.80999979664443,195.27000024853248,453.9399986472319,-87.96504367118735,575.6774926768888,357.55937618229024,-2.2482983512874934,649.2127564640381,328.10751989205505,-2.3960137671309267,701.2131009316574,327.9659042841343,-2.32215605920921,675.2129286978477,328.03671208809465,-2.2880694372039887,663.2133951631233,328.0693911261603,-2.035536517980179,574.3140835098949,328.3114958697425,-2.540602356427798,752.1127068163518,327.82728638257817,-2.2861543898824035,662.5392399314192,80.5219091078288
41,True,3.370786643337744e-06,55,0.13676159278650624,17.16740979645525,10.750190054446913,0.8217509863330894,62.55220469216827,-0.19974366860032589,-1096.103649951819,107.4597379686532,-1093.047727131346,-16770.44646198821,5397.858865300905,18225.928419057043,-73.83,198.32,363.68,-201.23,193.36,350.42,9.964014433634453,632.7079033233175,244.70587727256785,-5.28,191.01,535.74,-213.66,185.61,481.39,-40.657292366909765,601.5973742200207,408.5667881572395,-176.80999576679727,195.27000004030504,453.93999957131535,-88.7784151165988,576.7415387883218,361.08303067889454,-3.0091737778644427,650.3430772927491,331.9512947443883,-3.1904571017897276,702.343360211823,331.82717294896145,-3.0998154398270854,676.343218752286,331.88923384667487,-3.057982729780591,664.343699377929,331.91787603485915,-2.7480624226329002,575.4444928481089,332.1300735173936,-3.367903036928282,753.2429059077492,331.7056785523247,-3.0559228204731665,663.7528239214648,84.37018122734995
42,True,3.412236253552692e-07,60,0.117346395802465,17.35909198797269,10.792643429735461,0.7803503582547698,63.47123743080085,-0.23614948824646184,-1097.3827926304411,111.99563975478065,-1093.5586473926505,-16005.40830127744,5011.106784410533,17382.029618291068,-73.83,198.32,363.68,-201.23,193.36,350.42,9.515874547722873,633.8387180977555,248.58855576916326,-5.28,191.01,535.74,-213.66,185.61,481.39,-41.64844427100704,602.637826664574,412.26352855632194,-176.8100000574403,195.27000008485518,453.9399992373379,-89.59002768559077,577.767847540758,364.6058854481332,-3.768529853313547,651.4347512148831,335.79503525575467,-3.9828543531580265,703.4349475468263,335.688534494191,-3.875692103235787,677.4348493808548,335.74178487497284,-3.8262348533855106,665.4353500043555,335.76636085568305,-3.4598276552334926,576.5362915431542,335.94843358033137,-4.192642051537529,754.3344084655569,335.5842881310347,-3.824145237790621,664.9283598036487,88.21848003435608
43,True,3.073053846947005e-07,61,0.09779671397121892,17.551050110927463,10.835464932938999,0.7382607167667044,64.39273265664785,-0.27195349833040156,-1098.6428458115513,116.52899735157874,-1094.052026932409,-15316.53339053916,4661.679028778329,16623.021483562316,-73.83,198.32,363.68,-201.23,193.36,350.42,9.069102619960022,634.9316148770481,252.47223940024162,-5.28,191.01,535.74,-213.66,185.61,481.39,-42.638299851011354,603.6399374087504,415.9591050992343,-176.8100001611888,195.26999997632728,453.9400004909541,-90.39991000407342,578.7567667929873,368.12795774278095,-4.526370424548105,652.4880837633967,339.6387430108958,-4.7731898497553065,704.4881692663245,339.5499852966225,-4.649780137151706,678.4881265148606,339.5943641537591,-4.592824399327307,666.4886526717269,339.61484577144296,-4.1708641745102195,577.5897835859446,339.7665851454311,-5.014784624144394,755.3875217575091,339.4631063974548,-4.5908188791421995,666.0661283059243,92.06680636959635
44,True,5.388472826823594e-07,58,0.07811778916668476,17.74328804462025,10.878637808056878,0.6954773681075862,65.31671845115581,-0.3071332312384151,-1099.8844888393514,121.05994743229107,-1094.5285610180833,-14692.714349721207,4344.16918189641,15936.54914518417,-73.83,198.32,363.68,-201.23,193.36,350.42,8.623694761973457,635.986855928805,256.3569323152056,-5.28,191.01,535.74,-213.66,185.61,481.39,-43.62686724000457,604.6040258479869,419.65352310611866,-176.80999913567524,195.27000000617167,453.9400007880315,-91.20808034823247,579.7086244929254,371.64925881987045,-5.282686625991053,653.5033608706842,343.4824191223684,-5.561434314995759,705.5033124523239,343.4115216879348,-5.422060470493406,679.5033366615041,343.4469704051516,-5.357737007013273,667.5038937298935,343.46333060727886,-4.881192515443718,578.6052536134707,343.5845362106918,-5.834281498582827,756.4025338463164,343.34212500386593,-5.355927821268069,667.1663929187165,95.91516068374801
45,True,5.004981905038611e-07,36,0.058315105729556976,17.93580712703456,10.922146485230064,0.6519958329807449,66.24321791499568,-0.3416709644840488,-1101.1083664099347,125.58862753332531,-1094.9888980400224,-14124.903137183268,4054.1721821529527,15312.547736429507,-73.83,198.32,363.68,-201.23,193.36,350.42,8.179637024863727,637.0046946084251,260.24263940146017,-5.28,191.01,535.74,-213.66,185.61,481.39,-44.614157039583674,605.5303986710319,423.3467896260469,-176.80999905968983,195.27,453.9399993939376,-92.01456165131141,580.6237346116046,375.1698037592388,-6.037480915078488,654.4808606267687,347.32606502841554,-6.3475741023440895,706.4806561301474,347.2731401071466,-6.192527508711288,680.4807583784581,347.2996025677811,-6.120970797774613,668.481351463354,347.3118154555455,-5.59083832997918,579.5829781770926,347.4022954153523,-6.651103265570047,757.3797247496154,347.22133549573874,-6.119468369912314,668.2294080321323,99.76354366838439
46,True,4.358757248878097e-07,58,0.038393519122121626,18.128610273625686,10.965975298657494,0.6078114000591941,67.1722593636307,-0.375548032352535,-1102.3150880979056,130.11517263277085,-1095.433658192848,-13605.655985856667,3788.062988033973,14742.736344255776,-73.83,198.32,363.68,-201.23,193.36,350.42,7.736922390419437,637.9853697280038,264.12936480771447,-5.28,191.01,535.74,-213.66,185.61,481.39,-45.600177647781514,606.4193483891207,427.0389100434499,-176.80999930382745,195.27000013489192,453.9399992403403,-92.81937209179789,581.5023957298347,378.6896042148515,-6.790749231666241,655.4208453901276,351.16968185359104,-7.131588193869107,707.4204637634775,351.1348372514555,-6.961168712767674,681.4206545768026,351.1522595525233,-6.882517146002746,669.4212885717858,351.16030024873226,-6.299821984020658,580.5232181891174,351.2198702607824,-7.465212307984833,758.3193589544542,351.1007302366821,-6.881429905057639,669.2554151814315,103.61195582405975
47,True,2.268612637327676e-06,44,0.018358085001079005,18.321698056078358,11.010109634992254,0.5629194971285523,68.10386617265632,-0.40874969529016353,-1103.5052339545946,134.63971833261067,-1095.8634213611135,-13128.79168837111,3542.8306332578463,14220.238129011908,-73.83,198.32,363.68,-201.23,193.36,350.42,7.295534717899688,638.9291115021051,268.01711331519067,-5.28,191.01,535.74,-213.66,185.61,481.39,-46.58493959192836,607.2711555255971,430.7298913454897,-176.80999781576568,195.27000009023513,453.9400022165173,-93.62253442875608,582.3448939676193,382.2086754098752,-7.542497553221641,656.3235699202995,355.0132710096227,-7.91346917268009,708.3229910072015,354.9966099251048,-7.727983362950866,682.3232804637505,355.0049404673638,-7.642378422131875,670.3239599462827,355.00878515811456,-7.008168745191442,581.4262267537649,355.03726879533986,-8.276588099072308,759.2216931388004,354.98030152088927,-7.6418125934811245,670.2446472422102,107.46039786436785
48,True,3.300813915529943e-07,61,-0.001787104983834521,18.515074775744736,11.054534102043819,0.5173149952971569,69.03807260192468,-0.44125755559502944,-1104.6793494977126,139.16239630547628,-1096.2787493829062,-12689.137054032868,3315.95407251571,13739.297126536909,-73.83,198.32,363.68,-201.23,193.36,350.42,6.855473457277783,639.8361333799801,271.90588828993214,-5.28,191.01,535.74,-213.66,185.61,481.39,-47.568448941214314,608.086086438119,434.4197370444406,-176.80999946665335,195.27000005422823,453.9399994924486,-94.42406201078764,583.1515002843062,385.72702537363676,-8.29271640459176,657.1892700506108,358.8568332851258,-8.693190853057258,709.1884749664372,358.8584551853614,-8.492953628824509,683.188872508524,358.8576442352436,-8.400540652752394,671.1896018982063,358.8572699676012,-7.715893210460228,582.2922383254241,358.8544971818411,-9.08518809504456,760.0869654709885,358.8600427533613,-8.400600114806396,671.1973226892396,111.30887008801025
